NO,JUDUL,NOMOR KATALOG,NOMOR KLASIFIKASI,ISBN/ISSN,NOMOR PANGGIL SETEMPAT,BAHASA,PENGARANG,PENERJEMAH,EDITOR,SERI,EDISI,NEGARA,PROVINSI,KOTA,PENERBIT,TAHUN,SUBJEK,NAMA PERTEMUAN,TEMPAT PERTEMUAN,TANGGAL PERTEMUAN,HARGA,JENIS
2114,Kimia Dasar Konsep - Konsep dan Inti Jilid 2,2021312122,540,979-781-040-5,540 Cha K,Indonesia,Raymond Chang,"Suminar Setiati Achmadi, Ph.D.","Lemeda Simarmata, S.T.",2,3,Indonesia,DKI Jakarta,Jakarta Pusat,ERLANGGA,2003,Chemistry,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Buku Belajar
2115,Kimia Organik,2044312122,547,,547 Sid K,Indonesia,M. Sidik,,,,,Indonesia,DKI Jakarta,Jakarta Pusat,Departemen Pendidikan dan Kebudayaan,1994,Organic Chemistry,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Buku Belajar
2116,Kinerja BUMN dan Pertumbuhan Ekonomi: Strategi Pengembangan Industri Pertanian,4785327124,338.9,978-623-321-055-3,338.9 Fat K,Indonesia,Burhanudin Mukhamad Faturahman,,"Prof. Dr. I Wayan Rusastra, APU",,,Indonesia,DKI Jakarta,Jakarta,Yayasan Obor Indonesia,2020,Economic Development & Growth,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Bisnis
2117,Kinerja Staf dan Organisasi,4998312124,658.4,979-730-836-7,658.4 Dan K,Indonesia,Prof. Dr. Sudarwan Danim,,,,,Indonesia,Jawa Barat,Bandung,PUSTAKA SETIA,,Executive ManagemenT,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
2118,Kingdom Impact (Dampak Kerajaan: Hidup Seperti Yesus di Sebuah Dunia yang Hancur),712312122,230,978-602-419-142-9,230 Put K,Indonesia,Putty Putman,Marlina Nadeak,Light Publishing,,1,Indonesia,DKI Jakarta,Jakarta Barat,Light Publishing,2019,Christianity,Surat Permohonan Buku & Koleksi ,,22 Agustus 2022,0,Buku Belajar
2119,Kintsugi: Menata Ulang Hidup ala Seni Jepang Kuno,4679331123,701,978-602-9474-43-5,701 Nav K,Indonesia,Tomas Navarro,Priska Ghania,Indriani Grantika,,,Indonesia,DKI Jakarta,Jakarta Selatan,Mahaka Publishing,2022,Philosophy And Theory of Arts,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Pengetahuan Umum
2120,KIRI ASIA TENGGARA,9980333124,959,978-602-0788-17-3,959/Gui/K,Indonesia,Ramon Guillermo,Keenan Nasution,Jafar Suryomenggolo,,,Indonesia,DKI Jakarta,Tangerang Selatan,Marjin Kiri,2021,History of Southeast Asia,,,28-Nov-22,0,Buku Baca
2121,Kiriman Catatan Praktik Buddhadharma dari Lautan Selatan,8470333125,181.043,978-602-1289-09-9,181.043 TAK K,Indonesia,"J. Takakusu, B.A., Ph, D.",Shinta Lee,,,,Indonesia,DKI Jakarta,Jakarta,"Direktorat Sejarah dan Nilai Budaya Direktorat Jenderal Kebudayaan, Kementerian Pendidikan dan Kebudayaan ",2014,,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
2122,Kisah Berdesir Dari Pesisir Laut,3558333122,910.2,978-602-424-379-1,910.2 Kis,Indonesia,,,"Budi Setyarso, dkk.",Buku Tempo,,Indonesia,DKI Jakarta,Jakarta,Kepustakaan Populer Gramedia,2017,Miscellany of Travel,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Buku Baca
2123,KISAH CINTA KESEKIAN,9532337124,899,978-602-066-242-8,899 RAG K,Indonesia,TIA RAGAT,,,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,2022,,,,26 Oktober 2022,0,Kumpulan Sastra
2124,Kisah Dewa-Dewa Agama Tao Edisi Pertama,4446333123,202.11,,202.11 Kus K,Indonesia,Taoso Kusumo,,M. Ikhsan Tanggok,,1,Indonesia,DKI Jakarta,Jakarta,Majelis Taoisme Indonesia,2017,Gods & Goddesses ,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Buku Baca
2125,Kisah Epik Sukarno,3576321122,910.4,978-623-244-563-5,910.4 Pan K,Indonesia,Abraham Panumbangan,,Herman Adamson,,,Indonesia,DI Yogyakarta,Yogyakarta,Sociality,2021,Accounts Travels,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Biografi
2126,KISAH HANTU & MAKHLUK GAIB NUSANTARA,6210333124,133.1,978-602-5792-85-4,133.1/Bia/K,Indonesia,FERREN BIANCA,,,,,Indonesia,DI Yogyakarta,Yogyakarta,NARASI,2019,,Surat Permohonan Koleksi & Buku,,26 Oktober 2022,0,Buku Baca
2127,Kisah Master Fengshui & Perkembangannya,433315122,133.333 7,978-623-216-854-1,133.3337 Xi K,Indonesia,Xiang Yi,,Marina Ariyani,,,Indonesia,DKI Jakarta,Jakarta,Bhuana Ilmu Populer (Kelompok Gramedia),2020,Feng Shui,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Buku Ajar / Buku Ilmiah
2128,Kisah Orang-Orang Capricorn ,7975337124,899.2213,978-979-91-1629-2,899.2213 Uta K,Indonesia,Ayu Utami ,,,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,2013,Indonesian Fiction,Surat Permohonan buku dan koleksi,Surat Permohonan Buku dan Koleksi ,26 Oktober 2022,0,Kumpulan Sastra
2129,Kisah Orang-Orang Scorpio ,7979337124,899.2213,978-979-91-0627-8,899.2213 Uta K,Indonesia,,,,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,2013,Indonesian Fiction,Surat Permohonan buku dan koleksi,Surat Permohonan Buku dan Koleksi ,26 Oktober 2022,0,Buku Baca
2130,"Kisah, Perjuangan dan Inspirasi Erick Thohir",3793321122,923.2,978-623-7661-35-1,923.2 Yog K,Indonesia,A. Yogaswara,,Zhivana A.U.,,,Indonesia,DI Yogyakarta,Yogyakarta,Checklist,2020,Person in Politic Biography,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Biografi
2131,"Kisah, Perjuangan, & Inspirasi B.J. Habibie",3631321122,920.71,978-602-6763-98-3,920.71 Atm K,Indonesia,Weda S. Atma,,,,4,Indonesia,DI Yogyakarta,Yogyakarta,Checklist,2020,Men Biography,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Biografi
2132,"Kisah, Perjuangan, & Inspirasi JOKOWI",3733321122,923.1,978-623-7046-06-6,923.1 Fah K,Indonesia,Punto Ali Fahmi,,Zhivana A.U.,,,Indonesia,DI Yogyakarta,Sleman,Checklist,2019,Heads of State Biography,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Biografi
2133,"Kisah Petualangan Terbaik Abad ke-19 Menjelajah Borneo (Perjalanan Kalimantan, Kep. Aru-Sulawesi)",3529333122,904,978-602-1526-99-6,904 Wal M,Indonesia,Sir Alfred Wallace,Anna Karina,Sandiantoro,,,Indonesia,Jawa Timur,Surabaya,Penerbit Stomata,2017,Adventure,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Buku Baca
2134,Kisah & Rahasia Kekayaan Warren Buffett,4398321123,923.3,978-623-7661-57-3,923.3 Yog K,Indonesia,A. Yogaswara,,Zhivana A.U.,,,Indonesia,DI Yogyakarta,Yogyakarta,Checklist,2021,Person in Economics Biography,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Biografi
2135,Kisah Rempah & Sahabat Baru,4278323122,741.5,,741.5 Tre K,Indonesia,Dinni Tresnadewi,,,,,Indonesia,DKI Jakarta,Jakarta,Kementrian Pendidikan dan Kebudayaan,2021,Comics Drawings,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Cerita Bergambar
2136,Kisah Sukses Bisnis Akio Morita & Sony,5199321124,926,979-605-747-6,926 Mar A,Indonesia,David Marshall,Alex Tri Kancono Widodo,,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,1998,Person in Technology Biography,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Biografi
2137,Kisah Sukses Bisnis Bill Gates & Microsoft,5193321124,926,979-605-758-1,926 Mar B,Indonesia,David Marshall,Alex Tri Kancono Widodo,,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,1997,Person in Technology Biography,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Biografi
2138,Kisah Tanah Jawa: Pocong Gundul,6501333124,813,978-979-780-949-2,813 Kis K,Indonesia,@kisahtanahjawa,,Ry Azzura,,,Indonesia,DKI Jakarta,Jakarta,GagasMedia,2019,Indonesia Fiction,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
2139,Kisah Tan Malaka: Dari Balik Penjara dan Pengasingan (Menelusuri Biografi dan Jejak Sang Revolusioner Sejati),4144321122,923.2,978-623-7910-57-2,923.2 Bad K,Indonesia,Badaruddin,,Masza,,,Indonesia,DI Yogyakarta,Bantul,Araska,2020,Person in Politic Biography,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Biografi
2140,Kisi-Kisi Estetika,7841331124,701,979-672-456-1,701/sut/k,Indonesia,"Mudji Sustrino, S.J",,,,,Indonesia,DI Yogyakarta,Yogyakarta,PT. KANISIUS,1999,Phylosophy and Theory of Arts,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Pengetahuan Umum
2141,Kitab Bahasa Tubuh; Memahami Orang Lain Melalui Bahasa Tubuhnya,8107333124,302.222,978-602-03-8820-5,302.222 All K,Indonesia,Allan Pease,Susi Purwoko,Pandam Kuntaswari,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,2022,Nonverbal Communication,Surat Permohonan Buku dan Koleksi,,,0,Buku Baca
2142,Kitab Hacker,5546312124,5.1092,978-623-00-0440-7,005.1092 Kur K,Indonesia,Dedik Kurniawan,,,,,Indonesia,DKI Jakarta,Jakarta Barat,PT Elex Media Komputindo,,Computer Programming,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Belajar
2143,Kitab: Jagat Kertas Dalam Renungan,748233124,708,,708 Sab K,Indonesia,Setiawan Sabana,,Ernest Irwandi,,,Indonesia,DKI Jakarta,Jakarta Pusat,Galeri Nasional Indonesia,2021,Galleries,Surat Permohonan buku dan koleksi,,14-Nov-22,0,Majalah
2144,Kitab Para Pencibir,5447337124,811,978-602-452-040,811 Tri K,Indonesia,Triyanto Triwikromo,,,,,Indonesia,DKI Jakarta,Jakarta,Grasindo,2017,,,,,0,Kumpulan Sastra
2145,Kitab Primbon Jawa Serbaguna,5140331124,306.4,978-602-5792-59-5,306.4 Gun K,Indonesia,R. Gunasasmita,,Indra Ismawan,,,Indonesia,DI Yogyakarta,Yogyakarta,NARASI,2021,Spesific Aspect of Culture,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Pengetahuan Umum
2146,KITAB SUCI DALAM 33 PELAJARAN,8986329124,210,,210 Lek K,Indonesia,Stefan Leks,,,,,Indonesia,DKI Jakarta,Jakarta,,1996,Phylosophy,Surat Permohohan Buku dan Koleksi,,26 Oktober 2022,0,Sejarah
2147,KITAB TUNTUNAN SHALAT LENGKAP WAJIB & SUNNAH,8957312122,927.3822,978-602-51569-5-3,927.3822,Indonesia,Khalifa Zain Nasrullah,,Tim Mutiara,,,Indonesia,DI Yogyakarta,Yogyakarta,Mutiara Media,2015,Shalat,Surat Permohohan Buku dan Koleksi,,26 Oktober 2025,99000,Buku Belajar
2148,Kitab Tuntutan Shalat Lengkap Wajib & Sunnah ,6365333124,297.3822,978-602-51569-5-3,297.3822 Nas K,Indonesia,Khalifa Zain Nasrullah,,Tim Mutiara,,,Indonesia,DI Yogyakarta,Yogyakarta,Mutiara Media,2015,Salat,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
2149,Kita Bukan Ujung Cerita,9108320124,899.2211,978-602-208-226-2,899.2211 AR D,Indonesia,dandy Arifin,,,1,1,Indonesia,DI Yogyakarta,Yogyakarta,Gradien Mediatama,2022,,,,,0,Novel
2150,Kitab Undang-Undang Hukum Acara Pidana dengan Penjelasan Resmi dan Komentar,8291339125,343.598,-,343.598 Kar K,Indonesia,M. Karjadi,,,,,Indonesia,Jawa Barat,Sukabumi,,1997,Criminal Procedure of Indonesia,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Hukum
2151,Kitab Undang-Undang Hukum Dagang dan Undang-Undang Kepailitan,8174339124,381,,381 Sub K,Indonesia,"Prof. R. Subekti, S.H.",,,,,Indonesia,DKI Jakarta,Jakarta,PT. Pradnya Paramita,1985,Commerce,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Hukum
2152,Kitab Undang-Undang Hukum Pidana,7812339124,345,-,345 Kuh,Indonesia,,Tim Penerjemah Badan Pembinaan Hukum Nasional,,,,Indonesia,DKI Jakarta,Jakarta,PUSTAKA SINAR HARAPAN,1985,Criminal Law,Surat Permohonan Buku dan Koleksi,,,0,Hukum
2153,Kita Pasti Bahagia,4882333124,155.25,978-602-220-401-5,155.25 Bia K,Indonesia,Tissa Biani,,Dono Salim,,,Indonesia,DKI Jakarta,Jakarta,Bukune,2021,Character Development ,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
2154,Kita Perlu Egois,468312122,155.25,978-602-7100-72-0,155.25 Fai K,Indonesia,Lulux Rofiatul Faidah,,Rani Andriani Koswara,,,Indonesia,DKI Jakarta,Jakarta Selatan,Transmedia Pustaka,2022,Character Development,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Buku Belajar
2155,"Kita Terkadang, Ya, Begitulah....",4312337122,813,978-602-06-3154-7,813 Abd K,Indonesia,Musmarwan Abdullah,,,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,2019,Indonesian Fiction,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Kumpulan Sastra
2156,Kita Tidak Mungkin Bisa Menyenangkan Semua Orang,5027333124,158.2,978-623-04-0960-8,158.2 Kin K,Indonesia,Patrick King,Dono Sunardi,Saptono Raharjo,,,Indonesia,DKI Jakarta,Jakarta,Bhuana Ilmu Populer (Kelompok Gramedia),2018,Interpersonal Relations,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
2157,Klasik Kesalehan Berbakti,63244933124,398.209 31,978-7-5113-0586-2,398.209 31 Kin K,China,Kinmomori,,Wen Xin,,1,China,,,"Beijing Hezhong Weiye Printing Co., Ltd.",2010,Folk Literature in China,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
2158,Knowledge Management Mengintegrasikan Digital Tools dalam Rencana Pembelajaran,8325333125,1,978-623-0131672-8,001 Wat K,Indonesia,Rita Wati,,Marcella Kika,,1,Indonesia,DI Yogyakarta,Yogyakarta,Andi,2021,Knowledge Maanagement,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
2159,Know Your Mind: Understanding and Mastering,8741433124,128.2,81-242-0087-4,128.2 Joh K,Indonesia,Louise Synder,,,,,India,New Delhi,New Delhi,CREST PUBLISHING HOUSE,1999,Mind,Surat Permohonan Buku dan Koleksi ,Surat Permohonan Buku dan Koleksi ,26 Oktober 2022,0,Buku Baca
2160,Kode Etik Dalam Penelitian Ilmu Sosial di Indonesia,4782312124,300,978-623-321-147-5,300 Gar K,Indonesia,Mayling Oey-Gardiner,Doni Jaya,,,,Indonesia,DKI Jakarta,Jakarta,Yayasan Obor Indonesia,2022,Social Science,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
2161,Kode Misi Jalur Rempah 2,4279323122,741.5,,741.5 Nug K,China,Daniel Nugraha,,,,,Indonesia,DKI Jakarta,Jakarta,Kementrian Pendidikan dan Kebudayaan,2021,Comics Drawings,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Cerita Bergambar
2162,KODOK PUN BISA JADI KERBAU Berjaya Menapaki Karier Lebih Tinggi,595433124,158.1,978-602-06-2210-1,158.1 Adi K,Indonesia,Agung Adiprasetyo,,,,,Indonesia,DKI Jakarta,Jakarta Pusat,PT Gramedia Pustaka Utama,2022,Personal Improvement and Analysis,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Motivasi
2163,Koi,2655324122,639.31,978-623-225-401-5,639.31 Pap K,Indonesia,Untung Mina Papilon,,B. Prasetya W.,,1,Indonesia,DKI Jakarta,Jakarta,Penebar Swadaya,2022,Fish Culture in Fresh Water,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Panduan (How To)
2164,Koki Otonomi Kisah Anak Sekolah Pamong ,3778321122,923.2,978-623-241-477-8,923.2 Djo K,Indonesia,Djohermansyah Djohan,,Zumrizal Labolo,,,Indonesia,DKI Jakarta,Jakarta,PT Kompas Media Nusantara,2020,Person in Politic Biography,Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Biografi
2165,Kolaborasi Macro Excel & MySQL untuk Membuat Aplikasi Database ,4252312122,5.74,978-623-00-1927-2,005.74 Wic K,Indonesia,Yudhy Wicaksono,,,,,Indonesia,DKI Jakarta,Jakarta,PT Elex Media Komputindo,2020,Data Files & Database,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Buku Belajar
2166,Kolam Susu,6384337124,811,978-979-794-632-6,811 Rak K,Indonesia,Rakasya,,,,,Indonesia,DKI Jakarta,Jakarta Selatan,Transmedia Pustaka,2020,Indonesian Poetry,,,,0,Kumpulan Sastra
2167,Koleksi 120 Resep Masakan Sapi,5951334124,641.5,978-602-03-3004-4,641.5 Kol,Indonesia,Yasa Boga,,,,,Indonesia,DKI Jakarta,Jakarta Pusat,PT Gramedia Pustaka Utama,2017,Cooking,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Resep
2168,Koleksi Humor Gus Dur Paling Nyeleneh...,6383333124,792.2,978-979-168-528-3,792.2 Wig K,Indonesia,Guntur Wiguna,,,,,Indonesia,DKI Jakarta,Jakarta,PT. BUKU SERU,2017,humor,Surat Permohonan Buku dan Koleksi ,,26 Oktober 2022,0,Buku Baca
2169,Koleksi Lukisan Museum Basoeki Abdullah,9569336126,750,978-979-15431-3-2,750 SAL K ,Indonesia,,,,,,Indonesia,DKI Jakarta,Jakarta,Direktorat Jenderal Kebudayaan Kementrian Pendidikan dan Kebudayaan,-2,Paintings,Surat permohonan buku & koleksi,,21 Februari 2026,0,Buku Gambar
2170,Koleksi Pilihan MUSEUM NASIONAL Jilid Ke-1,8257317125,708,979-8353-02-1,708 Kol,Indonesia,,,Dr. Endang Sri Hardianti,,,Indonesia,DKI Jakarta,Jakarta,Museum Nasional,2001,Galleries,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Antologi
2171,Komik Anak Sekolah Gokil ,5805325124,741.5,978-979-066-015-1,741.5 Kei K,Indonesia,Keith,Syaibatulhamdi Bustami,,,,Indonesia,Jawa Barat,Bandung,Mizan Media Utama,2009,,Surat Permohonan Buku & Koleksi ,,26 Oktober 2022,0,Komik
2172,Komisaris Independen: Penggerak Governansi Korporat,9242333122,320,978-602-05-2926-4,320 Ali K,Indonesia,"Dr. F. Antonius Alijoyo, S.E., M.M., M.B.A",,Linda Irawati,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Widiasarana Indonesia,2022,Political & Government Science,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Baca
2173,Kompendium Kakao ,2575333122,633.74,978-979-18935-6-5,633.74 Kom,Indonesia,,,,,,Indonesia,DKI Jakarta,Jakarta Pusat,Badan Standarisasi Nasional,2010,Alkaloidal Crops,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Buku Baca
2174,Kompeten & Profesional Satu Satunya Kunci Sukses untuk Menang dalam Persaingan Mendapat Pekerjaan & Mengembangkan Karier di Era Revolusi Industri 4.0 & VUCA,6417333124,650.1,978-623-01-3004-5,650.1 Ruk K,Indonesia,Dr.Ahmad S.Ruky,,,,,Indonesia,DI Yogyakarta,Yogyakarta,Andi,2022,Personal Success in Business,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
2175,Kompetensi SDM di Era 4.0,617232124,1.1,978-623-00-2090-2,001.1 Sar K,Indonesia,A.M Lilik Agung,,Paulina Dewanti,,,Indonesia,DKI Jakarta,Jakarta,PT Elex Media Komputindo,2019,Intellectual Life,,,,0,Buku Digital
2176,Kompilasi Undang-Undang RI di Bidang Hak Kekayaan Intelektual,7323333124,346.0482,-,346.0482 Kom,Indonesia,,,,,,Indonesia,DKI Jakarta,Jakarta,Dir. Jenderal Hak Kekayaan Intelektual Departemen Kehakiman dan HAM RI,2004,Copyright Law,Surat Permohonan Buku dan Koleksi,,22-Sep-22,0,Buku Baca
2177,Komposisi Visual,7073333124,777.5,978-602-61280-9-6,777.5 Hid K,Indonesia,Nur Hidayat,,,,,Indonesia,DKI Jakarta,Jakarta,Kementrian Pendidikan dan Kebudayaan,2019,Elements and Models of Cinematography,Surat Permohonan Buku & Koleksi,,14-Nov-22,0,Buku Baca
2178,Komputabilitas,8613312124,6.31,979-537-325-0,006.31 Suh K,Indonesia,Heru Suhartanto,,,,,Indonesia,DKI Jakarta,Jakarta,PT Elex Media Komputindo,1993,Machine Learning,Surat Permohonan Buku dan Koleksi,,22-Sep-22,0,Buku Belajar
2179,KOMPUTASI NUMERIK DENGAN TURBO PASCAL,8215315124,513.5,  979-533-159-0,513.5 SOE K,Indonesia,R. Soegeng,,,,,Indonesia,DI Yogyakarta,Yogyakarta,C.V ANDI OFFSET,1993,Numeration System,Surat Permohonan Buku & Koleksi,,22-Sep-22,0,Buku Ajar / Buku Ilmiah
2180,Komputer Akuntansi (Dac Easy Accounting) 3.0.,9771312124,4,979-533-113-2,004 Win D,Indonesia,Wing Wahyu Winarno,,,,1,Indonesia,DI Yogyakarta,Yogyakarta,ANDI OFFSET YOGYAKARTA,1992,Data Processing,Surat Permohonan Buku & Koleksi,,22-Sep-22,0,Buku Belajar
2181,Komputer Grafis,7920333124,6.6,979-643-914-X,006.6 Zai K,Indonesia,Imam Zaini,,Dody Doerjanto,,,Indonesia,Jawa Timur,Surabaya,Unesa University Press,2002,Computer Graphics,Surat Permohonan Buku dan Koleksi,,22-Sep-22,0,Buku Baca
2182,Komunikasi,7012312124,302.2,978-602-449-465-0,302.2 Okt K,Indonesia,"Trenda Aktiva Oktariyanda, S.AP., M.AP",,,,,Indonesia,Jawa Timur,Surabaya,Unesa University Press,2020,Communication,Surat Permohonan Buku & Koleksi,,22-Sep-22,0,Buku Belajar
2183,KOMUNIKASI BISNIS,795312122,302.2,978-602-318-236-7,302.2 Iru k,Indonesia,"Irwansyah, SE, M. Si.",,,,1,Indonesia,DKI Jakarta,Jakarta,  Mitra Wacana Media,2017,Communication,Surat permohonan buku dan koleksi,,22 Agustus 2022,0,Buku Belajar
2184,Komunikasi cinta,7798320124,302.23,9.79E+13,302.23 kas k,Indonesia,djito Kasilo,,,1,1,Indonesia,DKI Jakarta,Jakarta,Imprint KPG ( Kepustakaan Populer Gramedia) ,2008,,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Novel
2185,KOMUNIKASI DATA,68312122,4.6,979-731-324-7,004.6 Gre K,Indonesia,DC Green,,,,,Indonesia,DI Yogyakarta,Yogyakarta,Andi,1991,Jaringan Komunikasi Komputer,Permohonan Buku dan Koleksi,,21-Sep-22,0,Buku Belajar
2186,Komunikasi Data Via Cable Network,8220312124,4.6,979-9549-23-X,004.6 Ham K,Indonesia,Arief Hamdani Gunawan ,,,,1,Indonesia,DKI Jakarta,Jakarta,Salemba Teknika,2004,Interfacing and Communication ,Surat Permohonan Buku & Koleksi,,22-Sep-22,0,Buku Belajar
2187,Komunikasi dibalik Busana,8151333124,302.2,978-602-313-458-8,302.2 Sih K,Indonesia,"Sihabuddin, S.I.Kom., M.I.Kom",,Nur Hidayah,,,Indonesia,DI Yogyakarta,Sleman,Arruz Media,2020,Communication,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Baca
2188,Komunikasi Krisis: Strategi Mengelola dan Memenangkan Citra di Mata Publik,5297333124,658.405,978-602-7688-66-7,658.405 Pus K,Indonesia,Puspitasari,,Nino Oktorino & Eko Y.A. Fangohoy,,,Indonesia,DKI Jakarta,Jakarta,Libri,2016,Negotiation,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
2189,"Komunikasi Pemerintahan Filosofi, Konsep, dan Aplikasi",4942333124,320,978-979-076-585-6,320 Abi K,Indonesia,"Dr. Yusuf Zainal Abidin, M.M.",,,,,Indonesia,Jawa Barat,Bandung,PUSTAKA SETIA,2016,Political & Government Science,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
2190,"Komunikasi Terapeutik: Konsep, Model dan Kontinuitas Komunikasi dalam Psikoedukasi terhadap Orang dengan Gangguan Jiwa",5013333124,153.6,978-623-6709-28-3,153.6 Wah K,Indonesia,"Dr. Sri Wahyuningsih, S.Sos., M.Si.",,,,,Indonesia,Jawa Timur,Malang,Intrans Publishing,2021,Communication Psychology,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
2191,Kondisi Sosial-Ekonomi Masyarakat di Lokasi Coremap II: Kasus Kabupaten Pangkajene dan Kepulauan,8283333124,361,978-979-799-286-6,361 Nov ,Indonesia,Mita Noveria,,,,,Indonesia,DKI Jakarta,Jakarta,Indonesian Institute of Sciences (LIPI),2008,Social Problem & Services: Associations,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Baca
2192,Konflik & Perdamaian,7864312124,303.69,978-602-5758-66-9,303.69 SAN K,Indonesia,"Prof. Dr. Thomas Santoso, M.Si",,Thinkstock,,,Indonesia,Jawa Timur,Surabaya,SAGA,2019,Conflict Resolution,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Belajar
2193,Kongres Bahasa dan Sastra ,8427318124,417.7,,417.7 SUP 1,Indonesia,Nunus Supardi ,,Fitri Ratna Irmalasari,,,Indonesia,DKI Jakarta,Jakarta,Kementrian Pendidikan dan Kebudayaan,2018,"Historical Linguistic, Diachronic Linguistic",,,28-Nov-22,0,Budaya
2194,"Konseling, Dukungan, Perawatan dan Pengobatan Odha",2407312122,616.97,979-3557-95-8,616.97 Kon,Indonesia,,,Nasronudin dan Margarita M. Maramis,,,Indonesia,Jawa Timur,Surabaya,Airlangga University Press,2007,Disease of Immune System,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Buku Belajar
2195,Konsep dan Penerapan Microsoft TCP/IP,70312122,4.6,979-763-179-6,004.6 Hey K,Indonesia,Drew Heywood,,,,,Indonesia,DI Yogyakarta,Yogyakarta,Andi,1997,Jaringan Komunikasi Komputer,Permohonan Buku dan Koleksi,,21-Sep-22,0,Buku Belajar
2196,Konsep dan Strategi Pendidikan Moral Pancasila di Sekolah Menengah,6932333124,370.1,,370.1 Sar K,Indonesia,"Drs. Udin Saripuddin, W.MA.",,,,,Indonesia,DKI Jakarta,Jakarta,Departemen Pendidikan dan Kebudayaan,1989,Philosophy And Theory of Education,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
2197,Konsep Dasar Costumer Relationship (CRM),8522315124,650.11,,650.11/WID/K,Indonesia,"Drs. Amin Widjaja Tunggal Ak., MBA",,,,,Indonesia,DKI Jakarta,Jakarta,HARVARINDO,2000,,,,26 Oktober 2023,14500,
